218144,2,44
218144,16,25
235641,1,25
235641,1,14
274332,16,14
274332,2,44
275182,0,36
275555,2,44
275555,1,36
276184,1,36
276184,16,14
415096,1,14
415096,16,2
487926,16,2
487926,2,44
488876,0,36
489363,2,44
489363,1,36
490202,1,36
490202,16,2
640557,16,2
640557,2,44
641179,0,25
641620,2,44
641620,1,25
661430,1,25
661430,16,2
701502,16,2
701502,2,44
702685,0,36
703253,2,44
703253,1,36
704291,1,36
704291,16,2
915082,16,2
915082,2,44
916120,0,36
916712,2,44
916712,1,36
917755,1,36
917755,16,2
1067687,16,2
1067687,2,44
1068300,0,25
1068735,2,44
1068735,1,25
1088556,1,25
1088556,16,2
1128633,16,2
1128633,2,44
1129762,0,36
1130350,2,44
1130350,1,36
1131374,1,36
1131374,16,2
1342193,16,2
1342193,2,44
1343309,0,36
1343902,2,44
1343902,1,36
1344925,1,36
1344925,16,2
1494823,16,2
1494823,2,44
1495439,0,25
1495878,2,44
1495878,1,25
1515692,1,25
1515692,16,2
1555786,16,2
1555786,2,44
1556966,0,36
1557556,2,44
1557556,1,36
1558554,1,36
1558554,16,2
1769340,16,2
1769340,2,44
1770409,0,36
1771001,2,44
1771001,1,36
1772006,1,36
1772006,16,2
1921966,16,2
1921966,2,44
1922585,0,25
1923035,2,44
1923035,1,25
1942863,1,25
1942863,16,2
1982921,16,2
1982921,2,44
1984050,0,36
1984654,2,44
1984654,1,36
1985655,1,36
1985655,16,2
2196483,16,2
2196483,2,44
2197540,0,36
2198118,2,44
2198118,1,36
2199140,1,36
2199140,16,2
2349096,16,2
2349096,2,44
2349734,0,25
2350184,2,44
2350184,1,25
2352825,16,25
2352825,2,44
2353504,0,14
2353810,2,44
2353810,16,25
2371311,1,25
2371311,1,14
2410008,16,14
2410008,2,44
2410893,0,36
2411264,2,44
2411264,1,36
2411880,1,36
2411880,16,14
2550791,1,14
2550791,16,2
2623615,16,2
2623615,2,44
2624530,0,36
2625019,2,44
2625019,1,36
2625852,1,36
2625852,16,2
2776232,16,2
2776232,2,44
2776848,0,25
2777268,2,44
2777268,1,25
2797091,1,25
2797091,16,2
2837181,16,2
2837181,2,44
2838422,0,36
2839001,2,44
2839001,1,36
2839988,1,36
2839988,16,2
3050767,16,2
3050767,2,44
3051862,0,36
3052459,2,44
3052459,1,36
3053446,1,36
3053446,16,2
3203373,16,2
3203373,2,44
3203983,0,25
3204423,2,44
3204423,1,25
3224251,1,25
3224251,16,2
3264327,16,2
3264327,2,44
3265556,0,36
3266138,2,44
