14638749,0,29
14639003,2,47
14639003,1,29
14652759,1,29
14652759,16,5
14838221,16,5
14838221,2,47
14838739,0,29
14838994,2,47
14838994,1,29
14852753,1,29
14852753,16,5
15038222,16,5
15038222,2,47
15038774,0,29
15039032,2,47
15039032,1,29
15052865,1,29
15052865,16,5
15238240,16,5
15238240,2,47
15238787,0,29
15239036,2,47
15239036,1,29
15252787,1,29
15252787,16,5
15438225,16,5
15438225,2,47
15438724,0,29
15438974,2,47
15438974,1,29
15452720,1,29
15452720,16,5
15626408,16,5
15626408,2,47
15626887,0,39
15627152,2,47
15627152,1,39
15627558,1,39
15627558,16,5
15638224,16,5
15638224,2,47
15638765,0,29
15639034,2,47
15639034,1,29
15652826,1,29
15652826,16,5
15838224,16,5
15838224,2,47
15838772,0,29
15839027,2,47
15839027,1,29
15852773,1,29
15852773,16,5
16038228,16,5
16038228,2,47
16038762,0,29
16039017,2,47
16039017,1,29
16052960,1,29
16052960,16,5
16238210,16,5
16238210,2,47
16238701,0,29
16238946,2,47
16238946,1,29
16252698,1,29
16252698,16,5
16438229,16,5
16438229,2,47
16438720,0,29
16438976,2,47
16438976,1,29
16452724,1,29
16452724,16,5
16626410,16,5
16626410,2,47
16626896,0,39
16627150,2,47
16627150,1,39
16627561,1,39
16627561,16,5
16638219,16,5
16638219,2,47
16638781,0,29
16639030,2,47
16639030,1,29
16652779,1,29
16652779,16,5
16838228,16,5
16838228,2,47
16838779,0,29
16839041,2,47
16839041,1,29
16852785,1,29
16852785,16,5
17038225,16,5
17038225,2,47
17038766,0,29
17039028,2,47
17039028,1,29
17052945,1,29
17052945,16,5
17238229,16,5
17238229,2,47
17238763,0,29
17239022,2,47
17239022,1,29
17252774,1,29
17252774,16,5
17438225,16,5
17438225,2,47
17438741,0,29
17438998,2,47
17438998,1,29
17452745,1,29
17452745,16,5
17626410,16,5
17626410,2,47
17626872,0,39
17627114,2,47
17627114,1,39
17627510,1,39
17627510,16,5
17638222,16,5
17638222,2,47
17638775,0,29
17639020,2,47
17639020,1,29
17652810,1,29
17652810,16,5
17838221,16,5
17838221,2,47
17838771,0,29
17839014,2,47
17839014,1,29
17852758,1,29
17852758,16,5
18038235,16,5
18038235,2,47
18038777,0,29
18039030,2,47
18039030,1,29
18052968,1,29
18052968,16,5
18238217,16,5
18238217,2,47
18238750,0,29
18238999,2,47
18238999,1,29
18252751,1,29
18252751,16,5
18438227,16,5
18438227,2,47
18438721,0,29
18438970,2,47
18438970,1,29
18452719,1,29
18452719,16,5
18626411,16,5
18626411,2,47
18626901,0,39
18627152,2,47
18627152,1,39
18627572,1,39
18627572,16,5
18638224,16,5
18638224,2,47
18638767,0,29
18639028,2,47
18639028,1,29
18652775,1,29
18652775,16,5
18838223,16,5
18838223,2,47
18838777,0,29
18839033,2,47
18839033,1,29
18852784,1,29
18852784,16,5
19038231,16,5
19038231,2,47
19038773,0,29
19039035,2,47
19039035,1,29
19052867,1,29
19052867,16,5
19238227,16,5
19238227,2,47
19238774,0,29
19239031,2,47
19239031,1,29
19252781,1,29
19252781,16,5
19438228,16,5
19438228,2,47
19438737,0,29
19438985,2,47
19438985,1,29
19452734,1,29
19452734,16,5
19626410,16,5
19626410,2,47
19626884,0,39
19627135,2,47
19627135,1,39
19627536,1,39
19627536,16,5
19638237,16,5
19638237,2,47
19638778,0,29
19639034,2,47
19639034,1,29
19652855,1,29
19652855,16,5
19838227,16,5
19838227,2,47
19838772,0,29
19839020,2,47
19839020,1,29
19852771,1,29
19852771,16,5
20038221,16,5
20038221,2,47
20038771,0,29
20039034,2,47
20039034,1,29
20052976,1,29
20052976,16,5
20238218,16,5
20238218,2,47
20238745,0,29
20238986,2,47
20238986,1,29
20252742,1,29
20252742,16,5
20438225,16,5
20438225,2,47
20438708,0,29
20438967,2,47
20438967,1,29
20452710,1,29
20452710,16,5
20626403,16,5
20626403,2,47
20626886,0,39
20627146,2,47
20627146,1,39
20627539,1,39
20627539,16,5
20638232,16,5
20638232,2,47
20638787,0,29
20639041,2,47
20639041,1,29
20652789,1,29
20652789,16,5
20838223,16,5
20838223,2,47
20838764,0,29
20839014,2,47
20839014,1,29
20852762,1,29
20852762,16,5
21038224,16,5
21038224,2,47
21038776,0,29
21039038,2,47
21039038,1,29
21052870,1,29
21052870,16,5
21238220,16,5
21238220,2,47
21238779,0,29
21239047,2,47
21239047,1,29
21252798,1,29
21252798,16,5
21438225,16,5
21438225,2,47
21438721,0,29
21438968,2,47
21438968,1,29
21452714,1,29
21452714,16,5
21626411,16,5
21626411,2,47
21626898,0,39
21627158,2,47
21627158,1,39
21627579,1,39
21627579,16,5
21638223,16,5
21638223,2,47
21638772,0,29
21639030,2,47
21639030,1,29
21652853,1,29
21652853,16,5
21838230,16,5
21838230,2,47
21838776,0,29
21839025,2,47
21839025,1,29
21852777,1,29
21852777,16,5
22038240,16,5
22038240,2,47
22038739,0,29
22039000,2,47
22039000,1,29
22044840,16,29
22044840,2,47
22045241,0,17
22045423,2,47
22045423,16,29
22054034,1,29
22054034,1,17
22238201,16,17
22238201,2,47
22238658,0,29
22238874,2,47
22238874,1,29
22252600,1,29
22252600,16,17
22438201,16,17
22438201,2,47
22438601,0,29
22438818,2,47
22438818,1,29
22452527,1,29
22452527,16,17
22597533,1,17
22597533,16,5
22626399,16,5
22626399,2,47
22626821,0,39
22627045,2,47
22627045,1,39
22627388,1,39
22627388,16,5
22638201,16,5
22638201,2,47
22638646,0,29
22638860,2,47
22638860,1,29
22652579,1,29
22652579,16,5
22838201,16,5
22838201,2,47
22838647,0,29
22838864,2,47
22838864,1,29
22852583,1,29
22852583,16,5
23038204,16,5
23038204,2,47
23038667,0,29
23038893,2,47
23038893,1,29
23052708,1,29
23052708,16,5
23238205,16,5
23238205,2,47
23238671,0,29
23238894,2,47
23238894,1,29
23252633,1,29
23252633,16,5
23438205,16,5
23438205,2,47
23438618,0,29
23438841,2,47
186761,2,42
187747,0,40
188159,2,42
188159,16,34
189780,1,34
189780,1,40
194385,16,40
194385,2,42
195292,0,26
195568,2,42
195568,16,40
196254,1,40
196254,1,26
215549,1,26
215549,16,0
391779,16,0
391779,2,42
393131,0,26
393667,2,42
393667,1,26
413014,1,26
413014,16,0
591784,16,0
591784,2,42
592998,0,26
593536,2,42
593536,1,26
595688,16,26
595688,2,42
596565,0,18
596869,2,42
596869,16,26
598915,16,26
598915,2,42
599485,0,23
599717,2,42
599717,16,26
615451,1,26
615451,1,18
679084,16,18
679084,2,42
679928,0,41
680281,2,42
680281,1,41
682297,1,41
682297,16,18
738039,1,18
738039,1,23
791778,16,23
791778,2,42
793004,0,26
793536,2,42
793536,1,26
812924,1,26
812924,16,23
991767,16,23
991767,2,42
992932,0,26
993480,2,42
993480,1,26
1012831,1,26
1012831,16,23
1067241,1,23
1067241,16,0
1179136,16,0
1179136,2,42
1180371,0,41
1180970,2,42
1180970,1,41
1182833,16,41
1182833,2,42
1183901,0,34
1184312,2,42
1184312,16,41
1185797,1,41
1185797,1,34
1187924,1,34
1187924,16,0
1191785,16,0
1191785,2,42
1193120,0,26
1193647,2,42
1193647,1,26
1213015,1,26
1213015,16,0
1391802,16,0
1391802,2,42
1393210,0,26
1393736,2,42
1393736,1,26
1413189,1,26
1413189,16,0
1591797,16,0
1591797,2,42
1592986,0,26
1593493,2,42
1593493,1,26
1595690,16,26
1595690,2,42
1596428,0,18
1596740,2,42
1596740,16,26
1600985,16,26
1600985,2,42
1601637,0,32
1601899,2,42
1601899,16,26
1615628,1,26
1615628,1,18
1679092,16,18
1679092,2,42
1680269,0,41
1680734,2,42
1680734,1,41
1683393,1,41
1683393,16,18
1739706,1,18
1739706,1,32
1791770,16,32
1791770,2,42
1793130,0,26
1793657,2,42
1793657,1,26
1813026,1,26
1813026,16,32
1991774,16,32
1991774,2,42
1992943,0,26
1993479,2,42
1993479,1,26
2012864,1,26
2012864,16,32
2179099,16,32
2179099,2,42
2180283,0,41
2180868,2,42
2180868,1,41
2183108,16,41
2183108,2,42
2184130,0,34
2184522,2,42
2184522,16,41
2185660,1,41
2185660,1,34
2186693,16,34
2186693,2,42
2187717,0,40
2188129,2,42
2188129,16,34
2189723,1,34
2189723,1,40
2194390,16,40
2194390,2,42
2195267,0,26
2195551,2,42
2195551,16,40
2196229,1,40
2196229,1,26
2215519,1,26
2215519,16,32
2391793,16,32
2391793,2,42
2393217,0,26
2393734,2,42
2393734,1,26
2413198,1,26
2413198,16,32
2456590,1,32
2456590,16,0
2591817,16,0
2591817,2,42
2593057,0,26
2593569,2,42
2593569,1,26
2595684,16,26
2595684,2,42
2596584,0,18
2596895,2,42
2596895,16,26
2598915,16,26
2598915,2,42
2599500,0,23
2599732,2,42
2599732,16,26
2615528,1,26
2615528,1,18
2679075,16,18
2679075,2,42
2679902,0,41
2680250,2,42
2680250,1,41
2682299,1,41
2682299,16,18
2738139,1,18
2738139,1,23
2791789,16,23
2791789,2,42
2793074,0,26
2793606,2,42
2793606,1,26
2813074,1,26
2813074,16,23
2991800,16,23
2991800,2,42
2993055,0,26
2993584,2,42
2993584,1,26
3013017,1,26
3013017,16,23
3068035,1,23
3068035,16,0
3179130,16,0
3179130,2,42
3180286,0,41
3180873,2,42
3180873,1,41
3182873,16,41
3182873,2,42
3184186,0,34
3184694,2,42
3184694,16,41
3186828,1,41
3186828,1,34
3189642,1,34
3189642,16,0
3191810,16,0
3191810,2,42
3193211,0,26
3193740,2,42
3193740,1,26
3213228,1,26
3213228,16,0
3391803,16,0
3391803,2,42
3393210,0,26
3393741,2,42
3393741,1,26
3413190,1,26
3413190,16,0
3591804,16,0
3591804,2,42
3593008,0,26
3593540,2,42
3593540,1,26
3595691,16,26
3595691,2,42
3596451,0,18
3596758,2,42
3596758,16,26
3614473,1,26
3614473,1,18
3679103,16,18
3679103,2,42
3680205,0,41
3680653,2,42
3680653,1,41
3683435,1,41
3683435,16,18
3738600,1,18
3738600,16,0
3791811,16,0
3791811,2,42
3793257,0,26
3793773,2,42
3793773,1,26
3813193,1,26
3813193,16,0
3991799,16,0
3991799,2,42
3992988,0,26
3993516,2,42
3993516,1,26
4012973,1,26
4012973,16,0
4179112,16,0
4179112,2,42
4180253,0,41
4180806,2,42
4180806,1,41
4182876,16,41
4182876,2,42
4184180,0,34
4184703,2,42
4184703,16,41
4186761,1,41
4186761,1,34
4187426,16,34
4187426,2,42
4188699,0,40
4189229,2,42
4189229,16,34
4192044,1,34
4192044,1,40
4192642,16,40
4192642,2,42
4194013,0,26
4194355,2,42
4194355,16,40
4198844,1,40
4198844,1,26
4218230,1,26
4218230,16,0
4391795,16,0
4391795,2,42
4393157,0,26
4393674,2,42
4393674,1,26
4413119,1,26
4413119,16,0
4591805,16,0
4591805,2,42
4593071,0,26
4593586,2,42
4593586,1,26
4595683,16,26
4595683,2,42
4596553,0,18
4596873,2,42
4596873,16,26
4598915,16,26
4598915,2,42
4599485,0,23
4599717,2,42
4599717,16,26
4615513,1,26
4615513,1,18
4679073,16,18
4679073,2,42
4679908,0,41
4680253,2,42
4680253,1,41
4682240,1,41
4682240,16,18
4738068,1,18
4738068,1,23
4791790,16,23
4791790,2,42
4793082,0,26
4793607,2,42
4793607,1,26
4813067,1,26
4813067,16,23
4991793,16,23
4991793,2,42
4993015,0,26
4993531,2,42
4993531,1,26
5012990,1,26
5012990,16,23
5067945,1,23
5067945,16,0
5179127,16,0
5179127,2,42
5180382,0,41
5180969,2,42
5180969,1,41
5182886,16,41
5182886,2,42
5184223,0,34
5184759,2,42
5184759,16,41
5186987,1,41
5186987,1,34
5189810,1,34
5189810,16,0
5191795,16,0
5191795,2,42
5193198,0,26
5193736,2,42
5193736,1,26
5213172,1,26
5213172,16,0
5391801,16,0
5391801,2,42
5393214,0,26
5393744,2,42
5393744,1,26
5413191,1,26
5413191,16,0
5591812,16,0
5591812,2,42
5593033,0,26
5593552,2,42
5593552,1,26
5595690,16,26
5595690,2,42
5596442,0,18
5596751,2,42
5596751,16,26
5614477,1,26
5614477,1,18
5679097,16,18
5679097,2,42
5680198,0,41
5680661,2,42
5680661,1,41
5683375,1,41
5683375,16,18
5738547,1,18
5738547,16,0
5791828,16,0
5791828,2,42
5793226,0,26
5793780,2,42
5793780,1,26
5813248,1,26
5813248,16,0
5991802,16,0
5991802,2,42
5993021,0,26
5993541,2,42
5993541,1,26
6012990,1,26
6012990,16,0
6179126,16,0
6179126,2,42
6180297,0,41
6180873,2,42
6180873,1,41
6182845,16,41
6182845,2,42
6184109,0,34
6184639,2,42
6184639,16,41
6186782,1,41
6186782,1,34
6187431,16,34
6187431,2,42
6188731,0,40
6189244,2,42
6189244,16,34
6191983,1,34
6191983,1,40
6192580,16,40
6192580,2,42
6194058,0,26
6194380,2,42
6194380,16,40
6198872,1,40
6198872,1,26
6218307,1,26
6218307,16,0
6391795,16,0
6391795,2,42
6393225,0,26
6393730,2,42
6393730,1,26
6413191,1,26
6413191,16,0
6591804,16,0
6591804,2,42
6593014,0,26
6593546,2,42
6593546,1,26
6595686,16,26
6595686,2,42
6596556,0,18
6596871,2,42
6596871,16,26
6598918,16,26
6598918,2,42
6599679,0,23
6599974,2,42
6599974,16,26
6600975,16,26
6600975,2,42
6601586,0,32
6601839,2,42
6601839,16,26
6602791,16,26
6602791,2,42
6603404,0,12
6603651,2,42
6603651,16,26
6606127,16,26
6606127,2,42
6606725,0,30
6606957,2,42
6606957,16,26
6619212,1,26
6619212,1,18
6679057,16,18
6679057,2,42
6679740,0,41
6680002,2,42
6680002,1,41
6681519,1,41
6681519,16,18
6740838,1,18
6740838,1,23
6791754,16,23
6791754,2,42
6792572,0,26
6792899,2,42
6792899,1,26
6812050,1,26
6812050,16,23
6991739,16,23
6991739,2,42
6992447,0,26
6992771,2,42
6992771,1,26
7011892,1,26
7011892,16,23
7067741,1,23
7067741,1,32
7179093,16,32
7179093,2,42
7179932,0,41
7180291,2,42
7180291,1,41
7181974,1,41
7181974,16,32
7182801,16,32
7182801,2,42
7183410,0,34
7183675,2,42
7183675,1,34
7184843,1,34
7184843,16,32
7191741,16,32
7191741,2,42
7192517,0,26
7192855,2,42
7192855,1,26
7211991,1,26
7211991,16,32
7391741,16,32
7391741,2,42
7392500,0,26
7392841,2,42
7392841,1,26
7411971,1,26
7411971,16,32
7591750,16,32
7591750,2,42
7592590,0,26
7593025,2,42
7593025,1,26
7595690,16,26
7595690,2,42
7596439,0,18
7596752,2,42
7596752,16,26
7613737,1,26
7613737,1,18
7679068,16,18
7679068,2,42
7679802,0,41
7680106,2,42
7680106,1,41
7681885,1,41
7681885,16,18
7735877,1,18
7735877,16,32
7791756,16,32
7791756,2,42
7792752,0,26
7793199,2,42
7793199,1,26
7812459,1,26
7812459,16,32
7894249,1,32
7894249,1,12
7913576,16,12
7913576,2,48
7914313,2,48
7914313,16,12
7915658,16,12
7915658,2,48
7916682,2,48
7916682,16,12
7917015,16,12
7917015,2,48
7917404,2,48
7917404,16,12
7991747,16,12
7991747,2,42
7992611,0,26
7993082,2,42
7993082,1,26
8012422,1,26
8012422,16,12
8179103,16,12
8179103,2,42
8180274,0,41
8180751,2,42
8180751,1,41
8182888,16,41
8182888,2,42
8183719,0,34
8184055,2,42
8184055,16,41
8184750,1,41
8184750,1,34
8186517,1,34
8186517,16,12
8186940,16,12
8186940,2,42
8187826,0,40
8188215,2,42
8188215,1,40
8192641,16,40
8192641,2,42
8193776,0,26
8194066,2,42
8194066,16,40
8194710,1,40
8194710,1,26
8213921,1,26
8213921,16,12
8344700,1,12
8344700,1,30
8391762,16,30
8391762,2,42
8392861,0,26
8393293,2,42
8393293,1,26
8412553,1,26
8412553,16,30
8591782,16,30
8591782,2,42
8592981,0,26
8593509,2,42
8593509,1,26
8595689,16,26
8595689,2,42
8596572,0,18
8596886,2,42
8596886,16,26
8598915,16,26
8598915,2,42
8599493,0,23
8599725,2,42
8599725,16,26
8615439,1,26
8615439,1,18
8679078,16,18
8679078,2,42
8679988,0,41
8680332,2,42
8680332,1,41
8682352,1,41
8682352,16,18
8738084,1,18
8738084,1,23
8791772,16,23
8791772,2,42
8792989,0,26
8793506,2,42
8793506,1,26
8812881,1,26
8812881,16,23
8991770,16,23
8991770,2,42
8992933,0,26
8993452,2,42
8993452,1,26
9012819,1,26
9012819,16,23
9067209,1,23
9067209,16,30
9179112,16,30
9179112,2,42
9180304,0,41
9180888,2,42
9180888,1,41
9182834,16,41
9182834,2,42
9183869,0,34
9184284,2,42
9184284,16,41
9185715,1,41
9185715,1,34
9187860,1,34
9187860,16,30
9191780,16,30
9191780,2,42
9193147,0,26
9193661,2,42
9193661,1,26
9213043,1,26
9213043,16,30
9287128,1,30
9287128,16,0
9391775,16,0
9391775,2,42
9393105,0,26
9393621,2,42
9393621,1,26
9412977,1,26
9412977,16,0
9591786,16,0
9591786,2,42
9592966,0,26
9593477,2,42
9593477,1,26
9595695,16,26
9595695,2,42
9596452,0,18
9596755,2,42
9596755,16,26
9614406,1,26
9614406,1,18
9679100,16,18
9679100,2,42
9680218,0,41
9680671,2,42
9680671,1,41
9683322,1,41
9683322,16,18
9738390,1,18
9738390,16,0
9791793,16,0
9791793,2,42
9793166,0,26
9793678,2,42
9793678,1,26
9813042,1,26
9813042,16,0
9991783,16,0
9991783,2,42
9992968,0,26
9993499,2,42
9993499,1,26
10012842,1,26
10012842,16,0
10179142,16,0
10179142,2,42
10180327,0,41
10180930,2,42
10180930,1,41
10182829,16,41
10182829,2,42
10183822,0,34
10184236,2,42
10184236,16,41
10185697,1,41
10185697,1,34
10186705,16,34
10186705,2,42
10187699,0,40
10188101,2,42
10188101,16,34
10189718,1,34
10189718,1,40
10194353,16,40
10194353,2,42
10195272,0,26
10195547,2,42
10195547,16,40
10196220,1,40
10196220,1,26
10215507,1,26
10215507,16,0
10391785,16,0
10391785,2,42
10393192,0,26
10393700,2,42
10393700,1,26
10413073,1,26
